Date,Time,Open,High,Low,Close,Volume,SMA9,SMA21,SMA220,EMA_Cross,Target_Reached,Predicted_Close,Probability,Confidence,Signal,Daily_Return,Strategy_Return,Cumulative_Returns
2024-10-28,16:00:00,0.65,0.64,0.65,0.64,0.02,0.66,0.73,0.7,-0.07,1,0.65,0.49,0.49,0,-0.015384615384615441,-0.0,1.0
2024-10-28,17:30:00,0.65,0.64,0.63,0.62,0.01,0.66,0.72,0.7,-0.07,0,0.63,0.37,0.37,0,-0.03125,-0.0,1.0
2024-10-28,18:00:00,0.62,0.61,0.63,0.63,0.0,0.65,0.71,0.7,-0.06,1,0.63,0.97,0.97,0,0.016129032258064502,0.0,1.0
2024-10-28,18:30:00,0.63,0.62,0.64,0.63,0.0,0.64,0.71,0.69,-0.06,1,0.63,0.99,0.99,0,0.0,0.0,1.0
2024-10-28,19:00:00,0.63,0.62,0.63,0.64,0.0,0.64,0.7,0.69,-0.06,1,0.64,0.99,0.99,0,0.015873015873015817,0.0,1.0
2024-10-28,19:30:00,0.64,0.63,0.61,0.65,0.02,0.64,0.69,0.69,-0.05,1,0.64,0.9,0.9,0,0.015625,0.0,1.0
2024-10-28,20:00:00,0.65,0.64,0.66,0.65,0.01,0.64,0.68,0.69,-0.04,1,0.65,0.99,0.99,0,0.0,0.0,1.0
2024-10-28,20:30:00,0.65,0.63,0.63,0.65,0.02,0.64,0.68,0.69,-0.04,1,0.65,0.94,0.94,0,0.0,0.0,1.0
2024-10-28,21:00:00,0.65,0.63,0.64,0.64,0.01,0.64,0.67,0.69,-0.03,1,0.64,0.98,0.98,0,-0.015384615384615441,-0.0,1.0
2024-10-28,21:30:00,0.64,0.62,0.64,0.64,0.01,0.64,0.67,0.69,-0.03,1,0.64,0.99,0.99,0,0.0,0.0,1.0
2024-10-28,22:00:00,0.64,0.61,0.63,0.63,0.01,0.64,0.66,0.68,-0.02,1,0.63,0.89,0.89,0,-0.015625,-0.0,1.0
2024-10-28,22:30:00,0.63,0.63,0.64,0.64,0.01,0.64,0.66,0.68,-0.02,1,0.64,0.97,0.97,0,0.015873015873015817,0.0,1.0
2024-10-28,23:00:00,0.64,0.62,0.58,0.58,0.02,0.63,0.65,0.68,-0.02,0,0.61,0.4,0.4,0,-0.09375000000000011,-0.0,1.0
2024-10-28,23:30:00,0.58,0.59,0.58,0.62,0.02,0.63,0.65,0.68,-0.02,1,0.61,0.92,0.92,0,0.06896551724137945,0.0,1.0
2024-10-29,00:00:00,0.62,0.6,0.62,0.62,0.01,0.63,0.65,0.67,-0.02,1,0.62,0.98,0.98,0,0.0,0.0,1.0
2024-10-29,00:30:00,0.62,0.61,0.62,0.63,0.01,0.62,0.64,0.67,-0.02,1,0.62,1.0,1.0,0,0.016129032258064502,0.0,1.0
